Index       TIME             V(CLK0)           V(CSB0)           V(WEB0)         V(DOUT0_0)        V(DOUT0_1)        V(DOUT0_2)        V(DOUT0_3)        V(DOUT0_4)        V(DOUT0_5)        V(DOUT0_6)        V(DOUT0_7)    
2246     7.43929842e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -4.10319938e-05    1.06078583e-04   -4.08426440e-05    1.06079318e-04   -4.08426292e-05    1.06079478e-04   -4.08426586e-05    1.06079478e-04
2247     7.44044585e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -3.97118028e-05    1.11599861e-04   -3.94515617e-05    1.11600604e-04   -3.94515482e-05    1.11600764e-04   -3.94515756e-05    1.11600764e-04
2248     7.44159328e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -3.84378304e-05    1.17063690e-04   -3.81126408e-05    1.17064440e-04   -3.81126273e-05    1.17064602e-04   -3.81126541e-05    1.17064602e-04
2249     7.44274071e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -3.72025686e-05    1.22456023e-04   -3.68217256e-05    1.22456781e-04   -3.68217132e-05    1.22456945e-04   -3.68217382e-05    1.22456945e-04
2250     7.44388814e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -3.60088010e-05    1.27764237e-04   -3.55771058e-05    1.27765004e-04   -3.55770936e-05    1.27765170e-04   -3.55771179e-05    1.27765170e-04
2251     7.44618300e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -3.37301710e-05    1.38094637e-04   -3.32156460e-05    1.38095423e-04   -3.32156351e-05    1.38095593e-04   -3.32156570e-05    1.38095593e-04
2252     7.44803233e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -3.19986623e-05    1.46108235e-04   -3.14296346e-05    1.46109037e-04   -3.14296242e-05    1.46109210e-04   -3.14296449e-05    1.46109210e-04
2253     7.44988166e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -3.03541993e-05    1.53820622e-04   -2.97408015e-05    1.53821441e-04   -2.97407921e-05    1.53821617e-04   -2.97408111e-05    1.53821617e-04
2254     7.45173099e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.87913823e-05    1.61236651e-04   -2.81418324e-05    1.61237486e-04   -2.81418233e-05    1.61237666e-04   -2.81418414e-05    1.61237666e-04
2255     7.45358032e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.73085699e-05    1.68339365e-04   -2.66292269e-05    1.68340215e-04   -2.66292188e-05    1.68340398e-04   -2.66292353e-05    1.68340398e-04
2256     7.45542965e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.58992453e-05    1.75141210e-04   -2.51959850e-05    1.75142077e-04   -2.51959770e-05    1.75142263e-04   -2.51959928e-05    1.75142263e-04
2257     7.45570572e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.56957060e-05    1.76123259e-04   -2.49895821e-05    1.76124128e-04   -2.49895744e-05    1.76124315e-04   -2.49895898e-05    1.76124315e-04
2258     7.45598178e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.54947903e-05    1.77103469e-04   -2.47848365e-05    1.77104341e-04   -2.47848289e-05    1.77104528e-04   -2.47848442e-05    1.77104528e-04
2259     7.45653391e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.50936528e-05    1.79048244e-04   -2.43782737e-05    1.79049120e-04   -2.43782662e-05    1.79049308e-04   -2.43782812e-05    1.79049308e-04
2260     7.45763817e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.43123871e-05    1.82857995e-04   -2.35861190e-05    1.82858880e-04   -2.35861118e-05    1.82859070e-04   -2.35861262e-05    1.82859070e-04
2261     7.45874244e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.35542331e-05    1.86561854e-04   -2.28188616e-05    1.86562748e-04   -2.28188547e-05    1.86562940e-04   -2.28188685e-05    1.86562940e-04
2262     7.46095096e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.21075601e-05    1.93665987e-04   -2.13567100e-05    1.93666898e-04   -2.13567037e-05    1.93667094e-04   -2.13567164e-05    1.93667094e-04
2263     7.46315948e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -2.07484267e-05    2.00369402e-04   -1.99864331e-05    2.00370330e-04   -1.99864273e-05    2.00370529e-04   -1.99864390e-05    2.00370529e-04
2264     7.46502040e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.96723977e-05    2.05712027e-04   -1.89029000e-05    2.05712969e-04   -1.89028945e-05    2.05713170e-04   -1.89029055e-05    2.05713170e-04
2265     7.46662243e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.87902823e-05    2.10102199e-04   -1.80162927e-05    2.10103153e-04   -1.80162880e-05    2.10103357e-04   -1.80162979e-05    2.10103356e-04
2266     7.46822447e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.79582067e-05    2.14289349e-04   -1.71803895e-05    2.14290313e-04   -1.71803841e-05    2.14290519e-04   -1.71803943e-05    2.14290520e-04
2267     7.46982650e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.71889545e-05    2.18249293e-04   -1.64086338e-05    2.18250268e-04   -1.64086297e-05    2.18250476e-04   -1.64086384e-05    2.18250476e-04
2268     7.47142854e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.64328245e-05    2.22077216e-04   -1.56507182e-05    2.22078200e-04   -1.56507135e-05    2.22078410e-04   -1.56507225e-05    2.22078411e-04
2269     7.47279848e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.58280902e-05    2.25202618e-04   -1.50451849e-05    2.25203611e-04   -1.50451811e-05    2.25203823e-04   -1.50451890e-05    2.25203823e-04
2270     7.47394151e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.53325881e-05    2.27728665e-04   -1.45492066e-05    2.27729665e-04   -1.45492024e-05    2.27729878e-04   -1.45492105e-05    2.27729878e-04
2271     7.47508454e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.49140138e-05    2.30080537e-04   -1.41303540e-05    2.30081544e-04   -1.41303505e-05    2.30081759e-04   -1.41303577e-05    2.30081759e-04
2272     7.47622757e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.45214560e-05    2.32315228e-04   -1.37377587e-05    2.32316241e-04   -1.37377550e-05    2.32316457e-04   -1.37377623e-05    2.32316457e-04
2273     7.47737060e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.41581349e-05    2.34470510e-04   -1.33748600e-05    2.34471530e-04   -1.33748568e-05    2.34471747e-04   -1.33748635e-05    2.34471747e-04
2274     7.47965666e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.30227460e-05    2.39385410e-04   -1.22425204e-05    2.39386442e-04   -1.22425172e-05    2.39386661e-04   -1.22425235e-05    2.39386662e-04
2275     7.48194272e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.18427320e-05    2.44269625e-04   -1.10648142e-05    2.44270668e-04   -1.10648116e-05    2.44270890e-04   -1.10648170e-05    2.44270890e-04
2276     7.48399107e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.12224833e-05    2.47603427e-04   -1.04448108e-05    2.47604479e-04   -1.04448082e-05    2.47604704e-04   -1.04448134e-05    2.47604704e-04
2277     7.48583459e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.08944439e-05    2.50048609e-04   -1.01182084e-05    2.50049669e-04   -1.01182061e-05    2.50049895e-04   -1.01182108e-05    2.50049895e-04
2278     7.48767810e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -9.90222151e-06    2.53609841e-04   -9.13121993e-06    2.53610909e-04   -9.13121779e-06    2.53611137e-04   -9.13122206e-06    2.53611136e-04
2279     7.48952162e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.01233236e-05    2.55045387e-04   -9.34956519e-06    2.55046462e-04   -9.34956320e-06    2.55046691e-04   -9.34956719e-06    2.55046691e-04
2280     7.49136514e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -9.07175766e-06    2.58305283e-04   -8.30601796e-06    2.58306366e-04   -8.30601618e-06    2.58306596e-04   -8.30601974e-06    2.58306596e-04
2281     7.49320865e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -9.24718334e-06    2.59893607e-04   -8.47925388e-06    2.59894696e-04   -8.47925221e-06    2.59894927e-04   -8.47925553e-06    2.59894927e-04
2282     7.49505217e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -7.89119408e-06    2.63286644e-04   -7.12937136e-06    2.63287740e-04   -7.12936995e-06    2.63287973e-04   -7.12937279e-06    2.63287973e-04
2283     7.49689568e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -1.06521161e-05    2.61189576e-04   -9.89829320e-06    2.61190676e-04   -9.89829164e-06    2.61190910e-04   -9.89829475e-06    2.61190910e-04
2284     7.49873920e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -4.17757078e-06    2.70637283e-04   -3.39870194e-06    2.70638393e-04   -3.39870110e-06    2.70638627e-04   -3.39870279e-06    2.70638627e-04
2285     7.50058271e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00    1.02305500e-05    2.98162254e-04    1.08811313e-05    2.98163379e-04    1.08811309e-05    2.98163617e-04    1.08811317e-05    2.98163617e-04
2286     7.50224188e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -9.52811190e-06    2.72702724e-04   -8.63390782e-06    2.72703840e-04   -8.63390730e-06    2.72704077e-04   -8.63390834e-06    2.72704077e-04
2287     7.50500000e-08    1.80000000e+00    0.00000000e+00    1.80000000e+00   -8.52612129e-06    2.64773418e-04   -7.94523453e-06    2.64774538e-04   -7.94523341e-06    2.64774770e-04   -7.94523649e-06    2.64774770e-04
2288     7.50533183e-08    1.68054021e+00    0.00000000e+00    1.80000000e+00   -7.06242738e-06    2.67332547e-04   -6.28416041e-06    2.67333664e-04   -6.28415953e-06    2.67333899e-04   -6.28416106e-06    2.67333899e-04
2289     7.50566367e-08    1.56108041e+00    0.00000000e+00    1.80000000e+00   -6.82544456e-06    2.68658316e-04   -6.03967291e-06    2.68659433e-04   -6.03967215e-06    2.68659669e-04   -6.03967343e-06    2.68659669e-04
2290     7.50632733e-08    1.32216082e+00    0.00000000e+00    1.80000000e+00   -7.00038536e-06    2.70077681e-04   -6.24027465e-06    2.70078799e-04   -6.24027396e-06    2.70079036e-04   -6.24027528e-06    2.70079036e-04
2291     7.50765466e-08    8.44321641e-01    0.00000000e+00    1.80000000e+00   -7.15519808e-06    2.71267490e-04   -6.40951426e-06    2.71268613e-04   -6.40951361e-06    2.71268850e-04   -6.40951495e-06    2.71268850e-04
2292     7.51000000e-08   -1.35003120e-13    0.00000000e+00    1.80000000e+00   -6.32731397e-06    2.73976933e-04   -5.57299463e-06    2.73978062e-04   -5.57299418e-06    2.73978301e-04   -5.57299503e-06    2.73978301e-04
2293     7.51026547e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.33666334e-06    2.74181904e-04   -5.58720763e-06    2.74183034e-04   -5.58720718e-06    2.74183274e-04   -5.58720805e-06    2.74183274e-04
2294     7.51053093e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.31118961e-06    2.74402167e-04   -5.56331054e-06    2.74403298e-04   -5.56331011e-06    2.74403537e-04   -5.56331095e-06    2.74403537e-04
2295     7.51079640e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.27492178e-06    2.74630133e-04   -5.52790204e-06    2.74631265e-04   -5.52790163e-06    2.74631504e-04   -5.52790244e-06    2.74631504e-04
2296     7.51132733e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.17391581e-06    2.75110021e-04   -5.42783422e-06    2.75111153e-04   -5.42783384e-06    2.75111393e-04   -5.42783459e-06    2.75111393e-04
2297     7.51238920e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -5.96976884e-06    2.76060108e-04   -5.22548534e-06    2.76061244e-04   -5.22548509e-06    2.76061484e-04   -5.22548561e-06    2.76061484e-04
2298     7.51451293e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -5.59774676e-06    2.77834068e-04   -4.85697419e-06    2.77835208e-04   -4.85697392e-06    2.77835449e-04   -4.85697440e-06    2.77835449e-04
2299     7.51663666e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -5.26189816e-06    2.79469225e-04   -4.52451427e-06    2.79470370e-04   -4.52451430e-06    2.79470612e-04   -4.52451432e-06    2.79470612e-04
2300     7.51876038e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.95553547e-06    2.80983456e-04   -4.22138735e-06    2.80984605e-04   -4.22138731e-06    2.80984848e-04   -4.22138731e-06    2.80984848e-04
2301     7.52061983e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.70630384e-06    2.82224192e-04   -3.97493239e-06    2.82225344e-04   -3.97493261e-06    2.82225588e-04   -3.97493223e-06    2.82225588e-04
2302     7.52229332e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.49645053e-06    2.83277568e-04   -3.76747506e-06    2.83278723e-04   -3.76747521e-06    2.83278967e-04   -3.76747483e-06    2.83278967e-04
2303     7.52396682e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.29443206e-06    2.84280662e-04   -3.56781868e-06    2.84281820e-04   -3.56781905e-06    2.84282065e-04   -3.56781836e-06    2.84282065e-04
2304     7.52564032e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.10588271e-06    2.85231489e-04   -3.38155009e-06    2.85232650e-04   -3.38155042e-06    2.85232895e-04   -3.38154970e-06    2.85232895e-04
2305     7.52898731e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -3.75032491e-06    2.86999102e-04   -3.03040740e-06    2.87000268e-04   -3.03040798e-06    2.87000514e-04   -3.03040686e-06    2.87000514e-04
2306     7.53233431e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -3.42254434e-06    2.88605499e-04   -2.70680657e-06    2.88606670e-04   -2.70680720e-06    2.88606917e-04   -2.70680590e-06    2.88606917e-04
2307     7.53568130e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -3.11859510e-06    2.90067833e-04   -2.40682484e-06    2.90069008e-04   -2.40682568e-06    2.90069256e-04   -2.40682403e-06    2.90069255e-04
2308     7.53902830e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.82991729e-06    2.91403822e-04   -2.12189749e-06    2.91405000e-04   -2.12189837e-06    2.91405249e-04   -2.12189656e-06    2.91405249e-04
2309     7.54237529e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.55250630e-06    2.92627008e-04   -1.85174458e-06    2.92628190e-04   -1.85174566e-06    2.92628439e-04   -1.85174353e-06    2.92628439e-04
2310     7.54572228e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.27965267e-06    2.93752986e-04   -1.58567830e-06    2.93754171e-04   -1.58567941e-06    2.93754421e-04   -1.58567713e-06    2.93754421e-04
2311     7.54906928e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.01707907e-06    2.94793083e-04   -1.32293230e-06    2.94794270e-04   -1.32293359e-06    2.94794520e-04   -1.32293102e-06    2.94794520e-04
2312     7.55204373e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.76996275e-06    2.95663797e-04   -1.08130752e-06    2.95664986e-04   -1.08130875e-06    2.95665237e-04   -1.08130625e-06    2.95665237e-04
2313     7.55501818e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.51916923e-06    2.96504647e-04   -8.22686474e-07    2.96505839e-04   -8.22688023e-07    2.96506090e-04   -8.22684946e-07    2.96506090e-04
2314     7.55799263e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.24494984e-06    2.97307542e-04   -5.56610359e-07    2.97308734e-04   -5.56611787e-07    2.97308986e-04   -5.56608881e-07    2.97308986e-04
2315     7.56394153e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.25267605e-07    2.98813644e-04    6.59262204e-08    2.98814838e-04    6.59243652e-08    2.98815090e-04    6.59280488e-08    2.98815090e-04
2316     7.56989044e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    1.87536502e-07    3.00363209e-04    8.69487730e-07    3.00364405e-04    8.69485860e-07    3.00364656e-04    8.69489656e-07    3.00364656e-04
2317     7.57583934e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    1.28644543e-06    3.02038718e-04    1.96239852e-06    3.02039912e-04    1.96239697e-06    3.02040164e-04    1.96240005e-06    3.02040164e-04
2318     7.58178824e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    2.63190611e-06    3.03646954e-04    3.29179165e-06    3.03648145e-04    3.29178895e-06    3.03648396e-04    3.29179440e-06    3.03648396e-04
2319     7.58773714e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    4.41166256e-06    3.05428503e-04    5.08971406e-06    3.05429688e-04    5.08971176e-06    3.05429938e-04    5.08971635e-06    3.05429938e-04
2320     7.58856503e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    4.85434009e-06    3.05955995e-04    5.52503944e-06    3.05957179e-04    5.52503702e-06    3.05957429e-04    5.52504187e-06    3.05957428e-04
2321     7.58939292e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    4.35927693e-06    3.04856067e-04    5.03396696e-06    3.04857250e-04    5.03396442e-06    3.04857499e-04    5.03396951e-06    3.04857499e-04
2322     7.59104871e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    2.92261616e-06    3.01404808e-04    3.60739163e-06    3.01405987e-04    3.60738915e-06    3.01406235e-04    3.60739414e-06    3.01406235e-04
2323     7.59270449e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    2.35811032e-06    2.99794104e-04    3.04104094e-06    2.99795280e-04    3.04103845e-06    2.99795528e-04    3.04104337e-06    2.99795528e-04
2324     7.59436027e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    4.17658594e-06    3.02775304e-04    4.84852419e-06    3.02776480e-04    4.84852167e-06    3.02776727e-04    4.84852681e-06    3.02776727e-04
2325     7.59601605e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    3.24902495e-06    3.00810037e-04    3.93394150e-06    3.00811210e-04    3.93393892e-06    3.00811457e-04    3.93394404e-06    3.00811457e-04
2326     7.59767183e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    3.71974837e-06    3.00691764e-04    4.40196542e-06    3.00692934e-04    4.40196286e-06    3.00693181e-04    4.40196803e-06    3.00693181e-04
2327     7.59932761e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    2.68280147e-06    2.98582935e-04    3.37281311e-06    2.98584102e-04    3.37281057e-06    2.98584348e-04    3.37281567e-06    2.98584347e-04
2328     7.60098340e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    2.56169946e-06    2.97390406e-04    3.25237664e-06    2.97391570e-04    3.25237408e-06    2.97391815e-04    3.25237917e-06    2.97391815e-04
2329     7.60429496e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    8.80941870e-07    2.93648438e-04    1.58066274e-06    2.93649597e-04    1.58066027e-06    2.93649841e-04    1.58066521e-06    2.93649841e-04
2330     7.60760652e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -7.55056117e-08    2.90806111e-04    6.28776545e-07    2.90807266e-04    6.28774195e-07    2.90807510e-04    6.28778959e-07    2.90807510e-04
2331     7.61422965e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.58171320e-06    2.86025673e-04   -1.86566330e-06    2.86026825e-04   -1.86566571e-06    2.86027068e-04   -1.86566094e-06    2.86027068e-04
2332     7.62747590e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.32593407e-06    2.84232475e-04   -3.62032673e-06    2.84233636e-04   -3.62032882e-06    2.84233880e-04   -3.62032450e-06    2.84233880e-04
2333     7.64072216e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.33617701e-06    2.88028048e-04   -3.66289967e-06    2.88029225e-04   -3.66290218e-06    2.88029472e-04   -3.66289725e-06    2.88029472e-04
2334     7.66721466e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.97813468e-06    2.96768634e-04   -2.35567806e-06    2.96769840e-04   -2.35568054e-06    2.96770093e-04   -2.35567547e-06    2.96770093e-04
2335     7.69370717e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.86994925e-06    3.02983840e-04   -1.30070653e-06    3.02985063e-04   -1.30070949e-06    3.02985319e-04   -1.30070365e-06    3.02985319e-04
2336     7.72019968e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.33377751e-06    3.05802372e-04   -7.85175080e-07    3.05803604e-04   -7.85177837e-07    3.05803862e-04   -7.85172202e-07    3.05803862e-04
2337     7.74669218e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.10264434e-06    3.07447406e-04   -5.91213535e-07    3.07448643e-04   -5.91216801e-07    3.07448901e-04   -5.91210520e-07    3.07448901e-04
2338     7.77318469e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    2.36363731e-06    3.11439476e-04    2.86078916e-06    3.11440704e-04    2.86078627e-06    3.11440961e-04    2.86079232e-06    3.11440961e-04
2339     7.77484047e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    8.85284629e-06    3.21966490e-04    9.32457868e-06    3.21967712e-04    9.32457964e-06    3.21967968e-04    9.32457777e-06    3.21967968e-04
2340     7.77815204e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    2.06855302e-05    3.41938124e-04    2.11072999e-05    3.41939316e-04    2.11073154e-05    3.41939572e-04    2.11072844e-05    3.41939572e-04
2341     7.78146360e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    1.69223640e-05    3.34308790e-04    1.73547571e-05    3.34310673e-04    1.73543470e-05    3.34310926e-04    1.73551672e-05    3.34310926e-04
2342     7.78477516e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.11563155e-04    1.20563986e-04   -1.10706475e-04    1.20574128e-04   -1.10712127e-04    1.20574372e-04   -1.10700822e-04    1.20574372e-04
2343     7.78535052e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.56916616e-04    4.54915387e-05   -1.55918769e-04    4.55044930e-05   -1.55925523e-04    4.55047353e-05   -1.55912017e-04    4.55047352e-05
2344     7.78592588e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.04871027e-04   -3.79805720e-05   -2.03617268e-04   -3.79632206e-05   -2.03625079e-04   -3.79629515e-05   -2.03609461e-04   -3.79629515e-05
2345     7.78707660e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -3.04093635e-04   -2.26588900e-04   -3.02307339e-04   -2.26574772e-04   -3.02316247e-04   -2.26574643e-04   -3.02298436e-04   -2.26574644e-04
2346     7.78822732e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.01201666e-04   -4.21821757e-04   -4.00680804e-04   -4.21797415e-04   -4.00691236e-04   -4.21797084e-04   -4.00670381e-04   -4.21797084e-04
2347     7.78937804e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.23609387e-04   -5.26756537e-04   -4.48989340e-04   -5.26735051e-04   -4.48993732e-04   -5.26734846e-04   -4.48984954e-04   -5.26734846e-04
2348     7.79052876e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -5.46785468e-04   -5.32158387e-04   -5.09926491e-04   -5.32138446e-04   -5.09945852e-04   -5.32138110e-04   -5.09907162e-04   -5.32138106e-04
2349     7.79167948e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.03262172e-04   -4.24651722e-04   -6.13796735e-04   -4.24629973e-04   -6.13803931e-04   -4.24629646e-04   -6.13789570e-04   -4.24629649e-04
2350     7.79283020e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.71959611e-04   -1.13651803e-03   -6.83553291e-04   -1.13647429e-03   -6.83547423e-04   -1.13647394e-03   -6.83559366e-04   -1.13647394e-03
2351     7.79300470e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.44897498e-04   -1.39838690e-03   -6.89219295e-04   -1.39834521e-03   -6.89200619e-04   -1.39834489e-03   -6.89238286e-04   -1.39834489e-03
2352     7.79317920e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -6.17078897e-04   -1.67046945e-03   -6.85803214e-04   -1.67043492e-03   -6.85771292e-04   -1.67043462e-03   -6.85835623e-04   -1.67043462e-03
2353     7.79352821e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -5.50373105e-04   -2.19705781e-03   -6.46991586e-04   -2.19705390e-03   -6.46932972e-04   -2.19705356e-03   -6.47051536e-04   -2.19705356e-03
2354     7.79387721e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.79469100e-04   -2.64849161e-03   -5.96581898e-04   -2.64854131e-03   -5.96498851e-04   -2.64854088e-03   -5.96667313e-04   -2.64854088e-03
2355     7.79422622e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -4.20762123e-04   -2.99351688e-03   -5.50229878e-04   -2.99360410e-03   -5.50134082e-04   -2.99360354e-03   -5.50329011e-04   -2.99360355e-03
2356     7.79457522e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -3.72431332e-04   -3.21673977e-03   -5.09416442e-04   -3.21685378e-03   -5.09294132e-04   -3.21685307e-03   -5.09543019e-04   -3.21685307e-03
2357     7.79527323e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.82623630e-04   -3.29002683e-03   -4.22258801e-04   -3.29025498e-03   -4.22026684e-04   -3.29025391e-03   -4.22499048e-04   -3.29025392e-03
2358     7.79597124e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -2.01951037e-04   -2.91027647e-03   -3.40327956e-04   -2.91058023e-03   -3.40118023e-04   -2.91057867e-03   -3.40545956e-04   -2.91057868e-03
2359     7.79666925e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.40023135e-04   -2.10534516e-03   -2.86260437e-04   -2.10564685e-03   -2.86015312e-04   -2.10564464e-03   -2.86514775e-04   -2.10564464e-03
2360     7.79736726e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -9.46826477e-05   -8.66971187e-04   -2.41559898e-04   -8.67157655e-04   -2.41371659e-04   -8.67154582e-04   -2.41755019e-04   -8.67154579e-04
2361     7.79876328e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -5.65434720e-05    2.85167099e-03   -1.84146742e-04    2.85200503e-03   -1.83998809e-04    2.85201010e-03   -1.84299013e-04    2.85201010e-03
2362     7.80015930e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00   -1.91138633e-05    9.22058589e-03   -1.23270704e-04    9.22171085e-03   -1.23210330e-04    9.22171954e-03   -1.23331371e-04    9.22171956e-03
2363     7.80295134e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    5.18145377e-05    3.27754986e-02    7.20109424e-05    3.27790941e-02    7.20256047e-05    3.27791127e-02    7.19978902e-05    3.27791127e-02
2364     7.80574338e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    3.71234236e-05    7.15137760e-02    1.45397298e-04    7.15193730e-02    1.45374728e-04    7.15194030e-02    1.45422853e-04    7.15194030e-02
2365     7.80853542e-08    0.00000000e+00    0.00000000e+00    1.80000000e+00    3.03357274e-05    1.27167923e-01    1.45653067e-04    1.27176498e-01    1.45637246e-04    1.27176549e-01    1.45671061e-04    1.27176549e-01
