Index       TIME             V(CLK0)           V(CSB0)           V(WEB0)         V(DOUT0_0)        V(DOUT0_1)        V(DOUT0_2)        V(DOUT0_3)    
604      2.23217495e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78748509e+00    1.78746937e+00    1.78746937e+00    1.78746937e+00
605      2.24772256e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78785743e+00    1.78784220e+00    1.78784220e+00    1.78784220e+00
606      2.26579229e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78826033e+00    1.78824565e+00    1.78824565e+00    1.78824565e+00
607      2.27255314e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78840668e+00    1.78839220e+00    1.78839220e+00    1.78839220e+00
608      2.27931400e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78855071e+00    1.78853643e+00    1.78853643e+00    1.78853643e+00
609      2.29283570e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78882915e+00    1.78881526e+00    1.78881526e+00    1.78881526e+00
610      2.29458307e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78886425e+00    1.78885042e+00    1.78885042e+00    1.78885042e+00
611      2.29807780e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78893398e+00    1.78892024e+00    1.78892024e+00    1.78892024e+00
612      2.30157254e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78900269e+00    1.78898905e+00    1.78898905e+00    1.78898905e+00
613      2.30506727e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78906895e+00    1.78905541e+00    1.78905541e+00    1.78905541e+00
614      2.30821254e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78914268e+00    1.78912924e+00    1.78912924e+00    1.78912924e+00
615      2.31104327e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78919587e+00    1.78918250e+00    1.78918250e+00    1.78918250e+00
616      2.31359093e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78921787e+00    1.78920451e+00    1.78920451e+00    1.78920451e+00
617      2.31588383e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78927604e+00    1.78926292e+00    1.78926292e+00    1.78926292e+00
618      2.31817672e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78931965e+00    1.78930631e+00    1.78930631e+00    1.78930631e+00
619      2.32046962e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78935420e+00    1.78934153e+00    1.78934153e+00    1.78934153e+00
620      2.32253323e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78938068e+00    1.78936867e+00    1.78936867e+00    1.78936867e+00
621      2.32459683e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78944186e+00    1.78942950e+00    1.78942950e+00    1.78942950e+00
622      2.32666044e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78952246e+00    1.78950772e+00    1.78950772e+00    1.78950772e+00
623      2.32872405e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78958879e+00    1.78957204e+00    1.78957204e+00    1.78957204e+00
624      2.33078765e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78964993e+00    1.78963104e+00    1.78963104e+00    1.78963104e+00
625      2.33491486e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78978449e+00    1.78975724e+00    1.78975724e+00    1.78975724e+00
626      2.33904208e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78986238e+00    1.78984152e+00    1.78984152e+00    1.78984152e+00
627      2.34316929e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78968891e+00    1.78974124e+00    1.78974124e+00    1.78974124e+00
628      2.34729650e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78930998e+00    1.78935854e+00    1.78935854e+00    1.78935854e+00
629      2.35142371e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78893895e+00    1.78889917e+00    1.78889917e+00    1.78889917e+00
630      2.35555093e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78849520e+00    1.78836746e+00    1.78836746e+00    1.78836746e+00
631      2.35967814e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78797471e+00    1.78767870e+00    1.78767870e+00    1.78767870e+00
632      2.36322976e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78765585e+00    1.78739382e+00    1.78739382e+00    1.78739382e+00
633      2.36642621e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78739798e+00    1.79083608e+00    1.79083608e+00    1.79083608e+00
634      2.36962267e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78758978e+00    1.78518970e+00    1.78518970e+00    1.78518970e+00
635      2.37281912e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78779635e+00    1.70724189e+00    1.70724189e+00    1.70724189e+00
636      2.37601558e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78924639e+00    1.02924422e+00    1.02924421e+00    1.02924421e+00
637      2.37889239e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.79022675e+00    1.15616916e-01    1.15616916e-01    1.15616916e-01
638      2.38176920e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.79108730e+00    4.18840338e-03    4.18840338e-03    4.18840338e-03
639      2.38415800e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.79037903e+00    1.78045747e-02    1.78045747e-02    1.78045747e-02
640      2.38654679e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.78412034e+00   -7.98477006e-04   -7.98477001e-04   -7.98476999e-04
641      2.38893558e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.76149281e+00    7.28616880e-03    7.28616880e-03    7.28616880e-03
642      2.39132437e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.69019063e+00   -5.86431124e-04   -5.86431121e-04   -5.86431120e-04
643      2.39371317e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.32607836e+00    4.11702250e-03    4.11702250e-03    4.11702250e-03
644      2.39610196e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.48253914e-01   -7.05825485e-05   -7.05825461e-05   -7.05825462e-05
645      2.39849075e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.47516313e-02    2.50673508e-03    2.50673507e-03    2.50673507e-03
646      2.40087955e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.13333771e-02   -2.41832880e-04   -2.41832878e-04   -2.41832879e-04
647      2.40296669e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    9.68543538e-03    1.17889578e-03    1.17889577e-03    1.17889578e-03
648      2.40505384e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.40965234e-03   -3.76942189e-04   -3.76942187e-04   -3.76942188e-04
649      2.40714099e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.29102534e-03    5.89538150e-04    5.89538148e-04    5.89538149e-04
650      2.40922814e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    6.19841405e-04   -3.47725845e-04   -3.47725843e-04   -3.47725844e-04
651      2.41131528e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.47738292e-03    3.27940739e-04    3.27940737e-04    3.27940738e-04
652      2.41340243e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.48536002e-04   -2.69650743e-04   -2.69650741e-04   -2.69650742e-04
653      2.41548958e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    8.16755354e-04    1.95373264e-04    1.95373263e-04    1.95373264e-04
654      2.41757673e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.80003457e-04   -1.93512055e-04   -1.93512054e-04   -1.93512055e-04
655      2.41966387e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.27351906e-04    1.28945218e-04    1.28945216e-04    1.28945218e-04
656      2.42143244e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    1.97123810e-04   -1.24102971e-04   -1.24102969e-04   -1.24102971e-04
657      2.42283777e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.88191026e-04    8.12842935e-05    8.12842920e-05    8.12842934e-05
658      2.42564842e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.23508044e-04   -6.83580445e-05   -6.83580429e-05   -6.83580443e-05
659      2.42797604e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.36336635e-04    7.99754162e-05    7.99754146e-05    7.99754160e-05
660      2.42837572e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.99769646e-04    3.25177353e-05    3.25177352e-05    3.25177353e-05
661      2.42877541e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.83934065e-04    1.74993464e-05    1.74993464e-05    1.74993464e-05
662      2.42957478e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.88267319e-04    2.52690421e-05    2.52690420e-05    2.52690420e-05
663      2.43117351e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.90302189e-04    2.99751809e-05    2.99751809e-05    2.99751809e-05
664      2.43277225e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.97015428e-04    3.87432430e-05    3.87432430e-05    3.87432430e-05
665      2.43322219e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    2.98429675e-04    4.01067377e-05    4.01067377e-05    4.01067377e-05
666      2.43412207e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.02092161e-04    4.37415917e-05    4.37415917e-05    4.37415917e-05
667      2.43592182e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.10698296e-04    5.14964538e-05    5.14964538e-05    5.14964538e-05
668      2.43741312e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.18296077e-04    5.74839185e-05    5.74839185e-05    5.74839185e-05
669      2.43863326e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.24905534e-04    6.24167700e-05    6.24167700e-05    6.24167700e-05
670      2.44107354e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.38467398e-04    7.17120447e-05    7.17120447e-05    7.17120447e-05
671      2.44313898e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.44539973e-04    7.92781017e-05    7.92781017e-05    7.92781017e-05
672      2.44499787e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.61479320e-04    8.56421473e-05    8.56421472e-05    8.56421472e-05
673      2.44685676e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.68399823e-04    9.12255192e-05    9.12255192e-05    9.12255192e-05
674      2.44871566e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.81413041e-04    9.44511601e-05    9.44511601e-05    9.44511600e-05
675      2.45057455e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    3.89726863e-04    1.03259711e-04    1.03259711e-04    1.03259711e-04
676      2.45243344e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.00889466e-04    1.06530500e-04    1.06530500e-04    1.06530500e-04
677      2.45270892e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.01917977e-04    1.07816948e-04    1.07816948e-04    1.07816948e-04
678      2.45298440e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.03185557e-04    1.08841184e-04    1.08841184e-04    1.08841184e-04
679      2.45353535e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.06002081e-04    1.10412586e-04    1.10412586e-04    1.10412586e-04
680      2.45463727e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.11569246e-04    1.13392488e-04    1.13392488e-04    1.13392488e-04
681      2.45573918e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.17012328e-04    1.16273434e-04    1.16273434e-04    1.16273434e-04
682      2.45794301e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.27510293e-04    1.21789542e-04    1.21789542e-04    1.21789542e-04
683      2.46014683e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.37544646e-04    1.26972641e-04    1.26972641e-04    1.26972641e-04
684      2.46199431e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.45559253e-04    1.31072333e-04    1.31072333e-04    1.31072333e-04
685      2.46361642e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.52292062e-04    1.34499847e-04    1.34499847e-04    1.34499847e-04
686      2.46523853e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.58774103e-04    1.37762559e-04    1.37762559e-04    1.37762559e-04
687      2.46686064e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.64941149e-04    1.40844672e-04    1.40844672e-04    1.40844672e-04
688      2.46848275e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.70917657e-04    1.43823614e-04    1.43823614e-04    1.43823614e-04
689      2.46986089e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.75772801e-04    1.46228816e-04    1.46228816e-04    1.46228816e-04
690      2.47101415e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.79718264e-04    1.48177556e-04    1.48177556e-04    1.48177556e-04
691      2.47216742e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.83459321e-04    1.49986419e-04    1.49986419e-04    1.49986419e-04
692      2.47332068e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.87074654e-04    1.51721666e-04    1.51721666e-04    1.51721666e-04
693      2.47447395e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.90597408e-04    1.53408585e-04    1.53408585e-04    1.53408585e-04
694      2.47678048e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    4.97929282e-04    1.57157975e-04    1.57157975e-04    1.57157975e-04
695      2.47908700e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.04795497e-04    1.60672118e-04    1.60672118e-04    1.60672118e-04
696      2.48115912e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.10029471e-04    1.63155541e-04    1.63155541e-04    1.63155541e-04
697      2.48300403e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.14221144e-04    1.65033044e-04    1.65033044e-04    1.65033044e-04
698      2.48484893e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.19578597e-04    1.68035298e-04    1.68035298e-04    1.68035298e-04
699      2.48669384e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.22204243e-04    1.68687579e-04    1.68687580e-04    1.68687580e-04
700      2.48853874e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.27199019e-04    1.71544352e-04    1.71544353e-04    1.71544353e-04
701      2.49038365e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.30102389e-04    1.72552040e-04    1.72552040e-04    1.72552040e-04
702      2.49222855e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.34909095e-04    1.75455750e-04    1.75455750e-04    1.75455750e-04
703      2.49407346e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.33449586e-04    1.72422981e-04    1.72422981e-04    1.72422981e-04
704      2.49591836e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.45724378e-04    1.82732904e-04    1.82732904e-04    1.82732904e-04
705      2.49776327e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.74380084e-04    2.07972302e-04    2.07972302e-04    2.07972302e-04
706      2.49942368e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.46899341e-04    1.81623950e-04    1.81623950e-04    1.81623950e-04
707      2.50274451e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.40539720e-04    1.75657289e-04    1.75657291e-04    1.75657291e-04
708      2.50500000e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    5.50491342e-04    1.83708651e-04    1.83708650e-04    1.83708651e-04
709      2.50529887e-08    1.69240514e+00    0.00000000e+00    0.00000000e+00    5.49684795e-04    1.82477305e-04    1.82477305e-04    1.82477305e-04
710      2.50559775e-08    1.58481029e+00    0.00000000e+00    0.00000000e+00    5.49463496e-04    1.81981121e-04    1.81981121e-04    1.81981121e-04
711      2.50619550e-08    1.36962058e+00    0.00000000e+00    0.00000000e+00    5.49850118e-04    1.81891961e-04    1.81891961e-04    1.81891961e-04
712      2.50739100e-08    9.39241156e-01    0.00000000e+00    0.00000000e+00    5.51987097e-04    1.83133901e-04    1.83133901e-04    1.83133901e-04
713      2.50978199e-08    7.84823129e-02    0.00000000e+00    0.00000000e+00    5.55185721e-04    1.84645047e-04    1.84645047e-04    1.84645047e-04
714      2.51000000e-08   -1.35003120e-13    0.00000000e+00    0.00000000e+00    5.55467467e-04    1.84792324e-04    1.84792324e-04    1.84792324e-04
715      2.51021510e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.55765227e-04    1.84949009e-04    1.84949009e-04    1.84949009e-04
716      2.51043019e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.56052848e-04    1.85095748e-04    1.85095748e-04    1.85095748e-04
717      2.51086039e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.56614355e-04    1.85377251e-04    1.85377251e-04    1.85377251e-04
718      2.51172078e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.57690039e-04    1.85905561e-04    1.85905561e-04    1.85905561e-04
719      2.51258116e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.58731196e-04    1.86415489e-04    1.86415489e-04    1.86415489e-04
720      2.51430194e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.60723097e-04    1.87387823e-04    1.87387823e-04    1.87387823e-04
721      2.51602272e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.62600893e-04    1.88301418e-04    1.88301418e-04    1.88301418e-04
722      2.51774349e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.64375495e-04    1.89163338e-04    1.89163338e-04    1.89163338e-04
723      2.51946427e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.66054529e-04    1.89978362e-04    1.89978362e-04    1.89978362e-04
724      2.52118504e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.67644650e-04    1.90750415e-04    1.90750415e-04    1.90750415e-04
725      2.52261155e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.68899353e-04    1.91360236e-04    1.91360236e-04    1.91360236e-04
726      2.52403805e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.70102480e-04    1.91947198e-04    1.91947198e-04    1.91947198e-04
727      2.52546455e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.71250388e-04    1.92506782e-04    1.92506782e-04    1.92506782e-04
728      2.52689105e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.72350762e-04    1.93045558e-04    1.93045558e-04    1.93045558e-04
729      2.52831755e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.73404587e-04    1.93563654e-04    1.93563653e-04    1.93563653e-04
730      2.53117056e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.75379121e-04    1.94540312e-04    1.94540312e-04    1.94540312e-04
731      2.53402356e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.77188506e-04    1.95445872e-04    1.95445872e-04    1.95445872e-04
732      2.53687657e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.78846558e-04    1.96288877e-04    1.96288877e-04    1.96288877e-04
733      2.53972957e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.80365340e-04    1.97077091e-04    1.97077091e-04    1.97077091e-04
734      2.54258257e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.81754605e-04    1.97817180e-04    1.97817180e-04    1.97817180e-04
735      2.54543558e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.83025903e-04    1.98518154e-04    1.98518154e-04    1.98518154e-04
736      2.54828858e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.84187617e-04    1.99187209e-04    1.99187209e-04    1.99187209e-04
737      2.55085629e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.85175817e-04    1.99771063e-04    1.99771063e-04    1.99771063e-04
738      2.55342399e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.86053918e-04    2.00361843e-04    2.00361843e-04    2.00361843e-04
739      2.55599169e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.86869905e-04    2.00933961e-04    2.00933961e-04    2.00933961e-04
740      2.56112710e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.88297652e-04    2.02084900e-04    2.02084900e-04    2.02084900e-04
741      2.56626251e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.89505977e-04    2.03341070e-04    2.03341070e-04    2.03341070e-04
742      2.57139792e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.90523392e-04    2.04792636e-04    2.04792636e-04    2.04792636e-04
743      2.57653332e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.91176332e-04    2.06386003e-04    2.06386003e-04    2.06386003e-04
744      2.58166873e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.91032785e-04    2.07809070e-04    2.07809070e-04    2.07809070e-04
745      2.58680414e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.90026940e-04    2.09032940e-04    2.09032940e-04    2.09032940e-04
746      2.58759457e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.90062162e-04    2.09458564e-04    2.09458564e-04    2.09458564e-04
747      2.58838501e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.88777412e-04    2.08698212e-04    2.08698212e-04    2.08698212e-04
748      2.58996587e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.85002133e-04    2.06114984e-04    2.06114984e-04    2.06114984e-04
749      2.59154674e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.82267663e-04    2.04325616e-04    2.04325616e-04    2.04325616e-04
750      2.59312761e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.83944712e-04    2.06400247e-04    2.06400247e-04    2.06400247e-04
751      2.59470848e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.81988820e-04    2.05288511e-04    2.05288511e-04    2.05288511e-04
752      2.59628934e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.79853036e-04    2.04120063e-04    2.04120062e-04    2.04120062e-04
753      2.59787021e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.77771600e-04    2.02848754e-04    2.02848754e-04    2.02848754e-04
754      2.59945108e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.75387656e-04    2.01303070e-04    2.01303070e-04    2.01303070e-04
755      2.60261281e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.71264372e-04    1.98475345e-04    1.98475345e-04    1.98475345e-04
756      2.60545837e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.68467412e-04    1.96519490e-04    1.96519489e-04    1.96519489e-04
757      2.60830394e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.66290500e-04    1.94833533e-04    1.94833533e-04    1.94833533e-04
758      2.61073000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.62737228e-04    1.91656242e-04    1.91656242e-04    1.91656242e-04
759      2.61315606e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.61678259e-04    1.90283907e-04    1.90283907e-04    1.90283908e-04
760      2.61558212e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.50366027e-04    1.78857314e-04    1.78857314e-04    1.78857314e-04
761      2.61776558e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.29282657e-04    1.57047900e-04    1.57047901e-04    1.57047901e-04
762      2.61808636e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.39891736e-04    1.68318698e-04    1.68318698e-04    1.68318698e-04
763      2.61872794e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    6.77248278e-04    3.04016034e-04    3.04016034e-04    3.04016034e-04
764      2.61936951e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.08956077e-03    7.03267894e-04    7.03267894e-04    7.03267894e-04
765      2.62001108e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.72973888e-03    1.32148628e-03    1.32148628e-03    1.32148628e-03
766      2.62065265e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20089981e-03    7.64293772e-04    7.64293772e-04    7.64293772e-04
767      2.62129422e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00   -2.36116529e-03   -2.91429171e-03   -2.91429171e-03   -2.91429171e-03
768      2.62193579e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00   -1.08855620e-02   -1.14001950e-02   -1.14001950e-02   -1.14001950e-02
769      2.62257736e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00   -1.81609749e-02   -1.96136880e-02   -1.96136880e-02   -1.96136880e-02
770      2.62321893e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00   -1.56737087e-02   -2.03386429e-02   -2.03386429e-02   -2.03386429e-02
771      2.62386050e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00   -5.18606247e-03   -1.21255857e-02   -1.21255857e-02   -1.21255857e-02
772      2.62443792e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    8.29724664e-03    1.11851137e-03    1.11851137e-03    1.11851137e-03
773      2.62501533e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.70788197e-02    1.69418843e-02    1.69418843e-02    1.69418843e-02
774      2.62559274e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.28092014e-02    4.07239792e-02    4.07239792e-02    4.07239792e-02
775      2.62617016e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    8.59591440e-02    7.11381765e-02    7.11381765e-02    7.11381765e-02
776      2.62674757e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.30705751e-01    1.11925390e-01    1.11925390e-01    1.11925390e-01
777      2.62790240e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.64951088e-01    2.44694525e-01    2.44694525e-01    2.44694525e-01
778      2.62905723e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.14072455e-01    4.07350367e-01    4.07350367e-01    4.07350367e-01
779      2.63136688e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    6.29086242e-01    6.56306309e-01    6.56306309e-01    6.56306309e-01
780      2.63367654e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.37846175e-01    7.90289122e-01    7.90289123e-01    7.90289123e-01
781      2.63598619e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.87183226e-01    8.55263137e-01    8.55263137e-01    8.55263137e-01
782      2.64060550e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    8.42556050e-01    9.27981713e-01    9.27981713e-01    9.27981713e-01
783      2.64522481e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    9.19911243e-01    1.00691154e+00    1.00691154e+00    1.00691154e+00
784      2.64984412e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.03180427e+00    1.10751624e+00    1.10751624e+00    1.10751624e+00
785      2.65908275e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.24027958e+00    1.29420133e+00    1.29420133e+00    1.29420133e+00
786      2.66832137e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.41352184e+00    1.45269221e+00    1.45269221e+00    1.45269221e+00
787      2.68679861e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.61486906e+00    1.62553574e+00    1.62553574e+00    1.62553574e+00
788      2.70527585e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.67392688e+00    1.67771631e+00    1.67771631e+00    1.67771631e+00
789      2.72375309e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.70200976e+00    1.70470020e+00    1.70470020e+00    1.70470020e+00
790      2.74223033e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.71988497e+00    1.72134983e+00    1.72134983e+00    1.72134983e+00
